Variable:,pr
,Uganda,Adjumani,Busia,Hoima,Jinja,Kabale,Kalangala,Kasese,Kibaale,Kisoro,Moyo,Ntungamo,Ssembabule,Kabarole,Kaberamaido,Kampala,Kamwenge,Kanungu,Kayunga,Mayuge,Nakasongola,Rukungiri,Wakiso,Yumbe,Amolatar,Amuria,Butaleja,Ibanda,Isingiro,Kaabong,Kaliro,Katakwi,Kiruhura,Koboko,Luwero,Mbale,Mbarara,Mityana,Mubende,Nakaseke,Tororo,Budaka,Abim,Amuru,Buliisa,Kotido,Namutumba,Maracha,Oyam,Dokolo,Arua,Manafwa,Bukedea,Bududa,Rakai,Lyantonde,Amudat,Buikwe,Buyende,Kamuli,Kitgum,Lamwo,Nakapiripirit,Nebbi,Otuke,Zombo,Kyegegwa,Kyenjojo,Apac,Bugiri,Bukomansimbi,Bukwo,Bulambuli,Bundibugyo,Bushenyi,Butambala,Iganga,Kalungu,Kapchorwa,Sheema,Kole,Kween,Luuka,Masaka,Masindi,Moroto,Napak,Ngora,Buhweju,Ntoroko,Pader,Rubirizi,Sironko,Soroti,Agago,Alebtong,Buvuma,Gomba,Gulu,Kiboga,Kibuku,Kiryandongo,Kumi,Kyankwanzi,Mitooma,Mpigi,Nwoya,Serere,Lwengo,Mukono,Namayingo,Pallisa,Lira
1948,1214.02,1284.42,1194.47,1256.59,1397.65,1063.99,1214.41,1182.86,1205.40,1181.60,1203.05,988.80,1163.96,1256.00,1336.15,1275.30,1144.32,1063.92,1287.64,1271.94,1310.94,1041.11,1233.14,1301.20,1325.80,1219.37,1264.00,1156.72,1064.51,779.89,1325.10,1096.23,1144.46,1426.29,1233.21,1203.27,1055.21,1180.65,1122.56,1215.84,1296.59,1203.35,986.70,1384.43,1310.42,855.88,1257.00,1586.36,1452.05,1335.32,1412.19,1303.77,1131.38,1147.38,1371.17,1220.90,905.00,1346.02,1354.16,1376.81,1129.64,1261.09,930.19,1316.73,1255.36,1585.32,1159.50,1232.82,1374.32,1225.61,1191.32,1066.30,1113.10,1319.58,1108.09,1215.67,1311.93,1188.41,1134.92,1058.89,1373.84,1039.07,1397.14,1338.27,1411.31,717.27,935.07,1248.85,1178.71,1290.68,1363.82,1093.46,1138.68,1278.31,1180.00,1326.87,1354.13,1159.93,1488.72,1122.14,1239.19,1431.06,1182.31,1245.88,1042.93,1213.49,1412.96,1328.24,1215.52,1270.73,1250.31,1233.96,1367.85
1949,1067.31,1167.01,1100.18,1103.50,1165.87,1022.11,1084.88,992.55,1079.30,1147.30,1049.35,893.30,1022.53,1069.68,1135.97,1149.80,989.45,974.45,1166.05,1094.12,1171.44,939.68,1125.99,1108.90,1150.75,1007.52,1151.13,1005.04,965.83,700.57,1115.23,930.11,1016.25,1177.65,1156.02,1112.27,941.64,1084.16,1034.80,1105.64,1218.00,1073.61,861.97,1251.10,1129.23,726.56,1124.49,1244.33,1298.88,1149.86,1224.26,1241.56,1019.98,1046.78,1246.30,1040.90,815.19,1161.24,1120.22,1151.89,1006.86,1106.20,821.82,1152.04,1095.45,1370.24,1037.42,1068.21,1217.77,1078.05,1066.41,1036.30,1007.71,1122.09,957.90,1102.61,1138.56,1065.26,1030.48,930.99,1275.92,987.65,1161.01,1206.10,1236.86,601.15,766.19,1053.47,1000.47,1120.71,1231.47,938.91,1030.16,1044.77,1065.14,1141.42,1079.25,1051.86,1326.12,1055.07,1093.79,1259.89,1027.49,1107.48,931.04,1111.80,1252.74,1106.89,1058.35,1148.46,1086.54,1082.57,1235.73
1950,1131.66,1107.40,1222.69,1109.06,1365.46,1064.67,1386.64,1013.14,1072.03,1179.70,1058.65,932.15,1133.02,1046.18,1192.97,1491.50,1006.05,969.41,1382.99,1265.16,1293.38,939.24,1458.80,1160.38,1141.98,1032.89,1287.63,1031.84,1034.15,631.70,1255.64,982.32,1050.99,1260.39,1392.56,1153.75,980.29,1362.99,1139.57,1290.34,1319.30,1170.67,815.84,1198.99,1146.90,691.40,1287.47,1340.47,1205.92,1151.81,1206.99,1318.57,1046.74,1073.99,1410.06,1138.50,852.84,1407.58,1254.29,1334.22,917.59,1038.87,848.58,1118.89,1032.64,1349.77,1059.30,1063.94,1166.46,1259.59,1323.66,1115.20,1030.51,1090.96,993.68,1420.28,1320.36,1319.64,1053.06,961.42,1156.73,1051.14,1355.57,1457.70,1234.57,587.29,806.85,1177.07,1044.96,1065.97,1114.28,969.57,1049.65,1143.87,978.06,1072.47,1353.05,1268.00,1266.93,1212.91,1235.91,1210.16,1125.21,1215.00,944.98,1441.22,1198.49,1207.51,1200.82,1465.52,1245.59,1206.78,1130.42
1951,1430.69,1162.71,1752.48,1348.22,1862.23,1387.19,1760.74,1492.01,1350.16,1546.80,1070.20,1277.05,1524.06,1520.52,1473.03,2002.30,1460.29,1312.24,1780.43,1741.95,1552.44,1285.56,1905.55,1179.84,1453.16,1298.94,1810.44,1498.19,1383.30,870.02,1699.15,1285.01,1481.19,1264.32,1822.54,1642.29,1356.16,1763.19,1440.29,1622.89,1884.56,1595.50,991.77,1263.78,1300.02,847.27,1784.32,1433.51,1373.38,1431.75,1305.94,1897.79,1465.53,1508.22,1922.24,1535.10,1092.81,1940.16,1680.13,1795.60,1040.98,1133.85,1117.77,1219.27,1232.14,1564.58,1429.03,1446.21,1413.59,1752.17,1712.95,1419.50,1440.68,1578.38,1433.60,1807.36,1818.68,1698.90,1476.20,1370.74,1397.45,1356.51,1837.89,1931.58,1395.27,793.68,987.64,1543.66,1532.25,1490.62,1239.41,1390.12,1479.30,1480.07,1098.70,1337.49,1823.84,1581.24,1356.76,1547.15,1638.35,1342.44,1495.83,1427.86,1320.59,1839.20,1294.26,1579.85,1605.67,1950.69,1704.96,1596.25,1363.76
1952,1088.44,1113.02,1274.03,1110.46,1251.41,880.59,1212.38,977.14,1099.07,975.00,1047.60,828.27,1003.54,1034.28,1196.03,1301.50,962.88,876.87,1230.70,1237.27,1206.25,858.83,1247.72,1150.53,1311.45,1065.93,1287.31,983.78,971.70,614.01,1244.59,1020.34,994.53,1245.28,1223.57,1228.19,928.95,1151.17,1003.78,1160.98,1352.69,1216.05,816.00,1196.38,1130.12,678.31,1268.14,1364.95,1246.09,1203.33,1213.65,1373.56,1127.59,1155.45,1253.72,1034.00,827.25,1292.40,1219.32,1235.37,869.61,989.91,853.19,1129.31,1040.04,1362.80,1019.92,1088.31,1285.91,1217.81,1152.87,1156.70,1110.09,1074.37,926.41,1186.41,1253.54,1141.31,1137.08,882.43,1231.59,1078.68,1241.48,1264.60,1225.84,605.05,803.65,1222.89,990.82,1070.08,1083.01,910.36,1136.01,1182.95,934.10,1131.06,1275.06,1035.89,1245.82,1058.03,1264.16,1240.65,1174.89,1136.80,864.64,1211.37,1224.43,1215.25,1081.44,1292.23,1238.42,1248.53,1187.23
1953,1125.36,1150.90,1138.33,1176.29,1274.74,1168.77,1220.07,1172.37,1143.43,1266.10,1041.06,1052.25,1142.39,1203.54,1225.00,1234.00,1126.70,1099.99,1280.34,1179.71,1240.82,1066.41,1227.12,1129.18,1222.00,1039.23,1159.57,1146.60,1109.77,657.96,1207.39,971.46,1127.75,1237.22,1269.19,1090.29,1071.87,1194.88,1097.19,1208.29,1187.86,1112.00,808.53,1248.23,1213.86,686.09,1159.26,1364.38,1271.94,1209.07,1246.28,1192.38,1024.05,1033.30,1393.74,1172.00,783.94,1295.15,1236.87,1255.03,927.50,1033.29,818.41,1160.16,1072.01,1467.43,1124.10,1179.50,1245.50,1125.86,1181.76,947.80,1005.28,1247.28,1123.34,1203.46,1196.06,1177.11,1020.64,1086.38,1210.01,924.15,1257.96,1335.34,1338.97,597.49,782.54,1146.48,1185.85,1211.89,1134.18,1083.79,1024.63,1145.20,982.22,1166.50,1227.75,1138.05,1318.24,1134.76,1166.79,1302.05,1095.38,1214.86,1072.29,1204.65,1274.23,1206.18,1188.09,1253.83,1151.52,1157.99,1195.75
1954,1159.99,1273.28,1254.92,1252.03,1200.31,1094.57,1142.52,1221.27,1176.49,1223.30,1213.90,995.85,1132.00,1236.64,1125.92,1214.60,1154.75,1104.93,1186.60,1176.71,1199.88,1079.02,1204.12,1342.39,1184.67,1064.45,1356.54,1185.02,1080.97,788.78,1219.96,1034.40,1147.92,1460.73,1181.56,1289.09,1069.79,1163.37,1081.62,1161.85,1432.79,1237.84,901.71,1363.43,1304.85,768.47,1325.25,1587.31,1296.74,1130.92,1410.76,1457.28,1164.41,1204.47,1415.83,1170.80,913.57,1202.32,1181.69,1194.70,983.92,1127.55,919.60,1302.46,1077.10,1616.58,1130.74,1216.78,1235.80,1242.85,1148.67,1199.20,1146.99,1290.18,1142.03,1197.25,1272.92,1145.10,1183.24,1071.30,1204.74,1125.17,1200.30,1344.97,1365.94,734.46,873.94,1204.59,1234.30,1257.93,1166.03,1148.07,1182.37,1156.40,1044.37,1093.91,1153.67,1120.87,1398.46,1089.44,1258.56,1342.94,1163.51,1203.00,1062.34,1198.00,1368.08,1171.26,1176.26,1196.43,1181.69,1233.19,1169.35
1955,1246.98,1250.47,1237.25,1278.61,1391.49,1189.04,1440.46,1215.83,1210.61,1317.70,1213.92,1065.49,1262.39,1295.87,1236.19,1490.80,1182.57,1167.38,1375.54,1299.48,1323.46,1126.59,1471.05,1325.94,1282.95,1169.03,1254.35,1215.24,1186.81,791.03,1299.55,1027.99,1236.22,1461.00,1397.01,1127.72,1158.50,1406.02,1266.37,1336.57,1266.64,1158.42,1004.52,1335.87,1341.38,877.04,1262.66,1592.70,1332.76,1248.14,1402.31,1258.67,1042.89,1060.36,1579.51,1265.80,846.44,1443.52,1331.02,1369.11,1074.22,1193.98,876.58,1316.86,1210.30,1661.84,1205.03,1251.09,1312.59,1234.28,1447.90,1034.60,1024.57,1367.83,1150.22,1442.47,1311.91,1440.89,1043.89,1109.78,1319.68,984.60,1381.39,1612.04,1425.77,773.24,957.53,1163.77,1213.64,1347.78,1275.43,1123.74,1044.40,1141.65,1155.06,1239.82,1393.87,1354.89,1386.89,1327.80,1221.02,1356.40,1117.22,1335.13,1112.75,1473.89,1348.77,1257.29,1330.73,1468.98,1282.98,1202.22,1291.36
1956,1187.15,1152.62,1300.36,1094.39,1408.98,1219.48,1326.49,1258.79,1051.15,1363.90,1121.03,1094.92,1113.82,1269.94,1338.18,1459.40,1177.08,1218.95,1365.35,1361.37,1268.99,1177.78,1376.93,1254.71,1309.77,1157.23,1298.47,1215.18,1097.07,725.57,1353.66,1063.55,1164.29,1376.76,1307.95,1222.52,1130.84,1250.90,1063.35,1182.49,1344.29,1229.73,900.93,1252.23,1173.44,749.05,1290.00,1484.77,1318.68,1332.22,1316.92,1355.36,1133.86,1151.92,1387.06,1161.00,855.20,1445.08,1392.85,1396.04,988.87,1093.51,886.35,1205.22,1192.40,1503.22,1078.03,1171.80,1294.59,1273.92,1241.13,1092.60,1114.29,1323.03,1206.70,1297.24,1333.35,1230.95,1135.31,1161.94,1362.52,1050.92,1401.47,1403.29,1239.62,638.83,849.73,1251.12,1274.88,1250.51,1229.32,1181.03,1137.65,1243.33,1072.99,1311.18,1394.16,1140.52,1325.04,1127.00,1285.00,1248.77,1199.15,1095.36,1164.05,1338.54,1251.83,1340.30,1191.49,1417.34,1357.33,1276.38,1340.50
1957,1207.51,1143.34,1346.30,1141.66,1444.84,1326.59,1422.43,1261.02,1121.74,1498.50,1129.47,1158.34,1268.00,1201.60,1161.30,1585.20,1202.67,1233.32,1434.22,1407.99,1311.47,1192.34,1517.61,1224.85,1158.94,1016.94,1320.11,1268.28,1212.78,797.30,1254.27,955.55,1261.50,1345.64,1432.93,1143.78,1189.63,1395.31,1163.06,1292.85,1376.77,1133.74,841.19,1228.68,1160.91,751.63,1307.97,1398.38,1262.30,1152.55,1231.52,1381.96,995.08,1022.76,1675.64,1337.80,802.34,1561.55,1273.08,1375.75,987.52,1094.52,824.39,1125.26,1072.60,1415.34,1162.36,1188.22,1204.80,1307.43,1365.83,998.10,978.81,1235.71,1257.54,1455.96,1360.16,1355.83,992.75,1221.06,1274.57,954.63,1403.88,1619.49,1273.10,675.82,792.41,1139.22,1318.31,1188.37,1208.46,1221.65,992.46,1115.73,1046.48,1105.01,1499.07,1275.16,1311.84,1217.92,1200.08,1234.69,1087.87,1206.47,1201.73,1479.14,1224.87,1187.08,1361.95,1544.61,1388.98,1160.03,1218.75
1958,1170.14,1195.32,1160.78,1123.00,1273.80,1180.07,1257.77,1194.20,1060.47,1321.20,1134.23,1087.86,1127.50,1165.49,1190.11,1411.30,1131.92,1148.55,1308.78,1182.65,1221.29,1121.26,1354.99,1247.62,1216.03,1079.88,1172.47,1189.65,1126.24,911.56,1201.32,974.79,1176.39,1363.56,1303.81,1177.62,1143.80,1241.50,1048.61,1158.15,1251.63,1123.55,900.19,1283.65,1220.49,859.84,1137.15,1479.36,1301.18,1195.53,1335.85,1284.80,1089.34,1121.20,1428.44,1177.70,909.42,1361.61,1247.80,1260.82,1037.56,1175.89,908.70,1244.22,1132.22,1514.14,1082.01,1149.30,1252.68,1105.97,1239.19,1081.40,1072.56,1211.05,1180.51,1300.13,1183.59,1228.54,1107.78,1155.24,1233.11,1034.30,1258.55,1419.80,1308.67,826.93,885.33,1100.65,1225.18,1178.39,1200.59,1148.28,1109.22,1097.88,1071.85,1192.50,1300.31,1138.66,1339.60,1096.27,1129.70,1315.07,1066.09,1144.31,1136.37,1323.93,1301.14,1188.44,1205.78,1387.44,1158.51,1133.13,1223.37
1959,1201.99,1168.42,1253.93,1181.31,1404.10,1091.64,1320.07,1186.16,1166.23,1207.20,1102.40,994.98,1136.66,1205.09,1338.64,1524.30,1131.25,1054.20,1480.42,1262.13,1383.97,1026.39,1461.80,1195.09,1373.93,1214.38,1284.66,1160.10,1035.02,749.71,1346.19,1092.89,1128.67,1302.90,1465.43,1190.94,1052.61,1358.88,1141.48,1313.85,1333.80,1193.94,977.19,1279.39,1202.00,808.37,1274.87,1412.83,1391.32,1339.07,1279.25,1344.41,1094.89,1108.87,1332.26,1137.20,822.52,1458.11,1420.69,1413.55,1045.18,1159.93,875.92,1182.38,1226.95,1461.05,1133.61,1199.72,1377.85,1243.83,1235.74,1033.10,1077.92,1249.99,1112.30,1399.73,1323.78,1231.52,1089.70,1058.96,1382.20,995.33,1401.69,1354.04,1317.22,683.21,901.62,1257.86,1193.74,1217.84,1300.83,1082.17,1092.80,1284.01,1123.16,1308.72,1362.41,1209.34,1390.89,1222.90,1251.12,1346.64,1188.24,1230.00,1035.72,1400.93,1303.27,1344.58,1171.45,1511.85,1225.74,1240.42,1358.37
1960,1178.52,1183.50,1376.40,1035.03,1416.08,970.22,1431.56,953.49,995.54,1085.40,1131.30,870.32,1074.46,989.51,1348.95,1583.40,937.18,936.51,1487.77,1350.63,1334.89,904.60,1498.68,1225.51,1374.25,1182.36,1342.55,988.58,1055.96,659.10,1382.92,1073.87,1040.30,1326.50,1496.65,1224.97,981.27,1345.77,1063.28,1277.67,1388.72,1257.71,920.67,1282.85,1144.94,745.62,1341.55,1403.06,1397.80,1352.63,1269.62,1395.64,1119.81,1132.46,1449.01,1058.50,829.34,1507.58,1408.43,1414.27,1006.29,1133.48,870.54,1171.97,1216.80,1414.54,986.41,997.50,1369.05,1319.54,1398.80,1030.00,1095.06,1035.09,931.83,1389.63,1364.62,1376.81,1111.20,905.14,1402.79,1002.78,1405.75,1516.39,1276.78,593.66,865.26,1288.71,976.68,1033.04,1267.11,906.77,1115.65,1254.95,1096.66,1324.27,1416.22,1166.04,1388.15,1185.64,1345.46,1322.31,1231.72,1138.12,901.64,1448.54,1306.45,1358.20,1184.46,1560.51,1328.90,1327.59,1370.93
1961,1587.76,1478.35,1883.83,1587.29,2005.21,1257.84,1733.70,1392.00,1550.12,1373.80,1349.91,1174.06,1492.35,1464.62,1682.94,1892.70,1400.35,1212.71,1872.55,1881.38,1699.81,1186.84,1792.05,1499.05,1640.17,1591.86,2011.69,1428.42,1333.24,1291.19,1897.81,1505.92,1435.57,1587.95,1851.40,1807.25,1298.43,1670.03,1491.50,1650.12,2056.48,1792.52,1263.89,1587.79,1577.97,1169.58,2002.73,1770.39,1713.40,1659.33,1640.02,2053.89,1636.63,1681.65,1769.12,1486.10,1304.22,1980.69,1862.85,1948.67,1355.72,1417.43,1331.85,1546.56,1562.19,1856.08,1484.41,1547.48,1675.96,1922.69,1627.55,1651.80,1610.72,1514.46,1319.85,1688.35,2004.10,1615.71,1650.58,1246.85,1705.28,1564.33,1988.96,1788.47,1713.54,1184.59,1301.81,1753.02,1430.75,1556.00,1597.22,1281.48,1650.51,1688.97,1456.98,1612.23,1932.18,1520.72,1702.20,1584.50,1851.11,1687.17,1689.97,1624.35,1207.51,1712.90,1639.82,1787.39,1540.00,1898.38,1852.26,1803.18,1666.91
1962,1310.47,1280.22,1461.45,1245.10,1508.46,1259.30,1412.87,1268.69,1186.09,1409.50,1244.38,1105.54,1186.49,1246.20,1452.40,1568.60,1183.14,1173.07,1525.06,1455.79,1464.14,1140.99,1510.95,1384.93,1455.59,1276.09,1495.30,1227.34,1171.65,982.55,1475.14,1199.07,1196.83,1508.14,1503.04,1399.34,1142.72,1393.86,1177.80,1386.76,1568.76,1388.37,1021.49,1395.15,1285.87,914.13,1475.43,1616.74,1509.63,1449.23,1402.67,1589.17,1273.86,1299.74,1540.11,1200.40,1000.75,1538.47,1488.08,1502.12,1171.24,1280.35,1030.26,1275.97,1326.46,1550.49,1151.52,1191.74,1464.99,1417.28,1361.50,1233.90,1251.86,1298.68,1212.15,1431.78,1483.68,1347.32,1275.95,1162.71,1513.36,1188.86,1503.81,1527.02,1408.81,844.39,988.05,1420.14,1282.43,1266.67,1425.27,1198.89,1278.26,1406.44,1245.41,1410.18,1436.43,1227.49,1533.35,1277.07,1450.66,1432.29,1353.27,1266.62,1142.67,1466.38,1414.22,1457.60,1270.10,1547.76,1456.71,1430.79,1480.83
1963,1356.92,1133.10,1704.96,1254.96,1641.84,1545.10,1665.90,1376.80,1273.89,1730.50,1078.89,1341.96,1452.87,1366.01,1431.49,1640.10,1331.78,1385.08,1559.85,1634.75,1455.83,1330.92,1614.26,1156.65,1423.00,1181.70,1755.77,1414.54,1503.21,800.02,1595.32,1161.86,1467.39,1254.26,1551.07,1617.90,1430.19,1516.01,1356.89,1434.36,1866.07,1575.06,899.28,1249.96,1224.89,811.03,1719.40,1341.64,1366.77,1400.00,1232.12,1897.35,1421.42,1471.04,1917.76,1534.20,1028.20,1707.68,1528.77,1585.93,960.96,1097.75,1047.52,1163.87,1179.97,1484.69,1320.17,1340.74,1413.27,1673.41,1645.78,1370.70,1387.03,1419.75,1387.30,1583.25,1679.34,1632.91,1436.03,1373.12,1393.74,1295.31,1609.38,1873.26,1384.61,782.48,918.08,1473.74,1429.80,1342.36,1193.34,1319.11,1439.61,1344.78,1038.25,1309.22,1654.00,1487.53,1333.72,1377.31,1642.43,1353.56,1444.90,1406.06,1352.54,1623.17,1282.98,1491.77,1589.61,1634.82,1612.44,1600.79,1344.26
1964,1250.30,1167.04,1425.23,1146.33,1565.76,1161.81,1496.86,1210.42,1148.11,1282.10,1092.35,1089.74,1248.80,1230.45,1295.76,1594.60,1168.46,1134.52,1531.01,1464.97,1424.06,1114.79,1563.58,1165.60,1303.06,1089.83,1488.05,1251.03,1171.06,700.19,1419.79,1084.93,1247.08,1255.03,1539.69,1383.29,1174.45,1454.44,1232.26,1406.68,1552.74,1355.28,859.16,1257.40,1193.07,732.48,1466.86,1374.94,1364.82,1276.67,1270.59,1568.62,1254.25,1289.80,1558.51,1240.40,957.52,1606.85,1403.68,1506.84,964.32,1088.65,967.06,1192.21,1112.38,1469.38,1173.79,1246.08,1333.33,1433.92,1486.19,1280.50,1235.75,1274.26,1213.50,1495.51,1503.46,1470.40,1266.42,1164.51,1352.20,1208.76,1539.65,1610.24,1319.94,649.28,832.59,1309.55,1287.99,1243.48,1200.81,1187.73,1265.65,1249.79,1026.66,1198.51,1566.92,1320.23,1340.47,1334.93,1396.69,1341.99,1278.70,1299.57,1133.48,1542.65,1296.52,1339.18,1330.31,1586.44,1435.21,1369.09,1287.80
1965,1091.64,1108.78,1231.60,1132.13,1193.52,1041.50,1237.86,1037.83,1130.34,1176.20,1026.25,871.29,1057.22,1109.37,1193.82,1181.70,1049.25,909.38,1240.28,1171.63,1256.07,876.95,1228.71,1122.19,1224.86,1008.39,1263.64,1066.13,989.52,573.78,1203.05,935.62,1061.63,1207.27,1221.24,1149.58,949.27,1215.56,1108.12,1222.08,1344.69,1129.90,794.78,1183.95,1132.71,646.15,1240.19,1263.20,1278.86,1194.45,1191.22,1366.36,1009.38,1035.73,1423.78,1041.90,747.00,1187.06,1223.35,1206.44,883.89,1008.37,776.78,1110.01,1056.10,1350.40,1095.77,1147.95,1249.52,1202.73,1195.66,959.10,988.29,1147.12,974.48,1244.28,1221.78,1189.94,1008.57,911.95,1275.63,920.73,1195.93,1400.03,1248.78,535.14,739.44,1143.98,1063.87,1161.63,1151.87,958.27,1011.28,1123.60,964.55,1148.92,1179.79,1133.43,1283.50,1170.14,1193.05,1242.63,1088.53,1248.62,882.51,1240.60,1222.01,1188.70,1106.20,1195.33,1171.82,1166.78,1231.88
1966,1195.92,1012.13,1453.87,1126.57,1518.21,1086.48,1312.46,1195.30,1172.49,1229.50,974.51,936.64,1205.87,1221.79,1380.39,1287.20,1163.59,1030.56,1464.30,1463.26,1370.84,998.16,1357.75,1072.52,1346.36,1182.27,1511.34,1193.31,1071.59,821.23,1452.05,1092.08,1171.71,1162.66,1401.72,1300.33,1050.95,1347.56,1222.54,1307.38,1524.08,1299.61,939.18,1083.14,1069.42,819.23,1514.94,1202.95,1293.28,1349.98,1096.36,1507.59,1161.53,1192.89,1474.87,1154.30,911.33,1435.83,1504.85,1508.19,994.87,1073.10,927.56,1027.07,1184.10,1247.58,1191.16,1228.50,1320.55,1494.20,1312.06,1140.20,1141.29,1259.14,1093.93,1365.41,1525.37,1303.15,1166.86,1003.39,1359.27,1093.42,1515.62,1474.70,1162.10,744.11,895.44,1297.19,1213.81,1236.10,1227.90,1098.05,1168.32,1304.93,1074.38,1275.19,1412.67,1238.29,1228.40,1285.40,1349.12,1191.34,1228.91,1239.05,983.42,1367.90,1117.73,1410.42,1217.03,1315.11,1450.40,1307.40,1323.45
1967,1233.81,1088.74,1501.22,1084.85,1420.55,1058.39,1353.64,1087.12,1113.60,1171.20,1077.74,921.71,1118.13,1150.30,1494.15,1338.50,1064.23,936.04,1406.53,1474.81,1389.08,917.53,1392.49,1161.70,1431.77,1271.33,1482.53,1106.99,1016.99,1030.17,1470.35,1222.65,1099.79,1262.09,1374.01,1458.41,1005.70,1358.70,1157.94,1333.18,1581.19,1432.56,999.04,1174.54,1077.50,916.91,1449.54,1282.26,1374.78,1465.18,1125.18,1619.39,1348.92,1371.75,1429.66,1070.40,1063.70,1391.87,1465.41,1432.66,1098.71,1220.84,1088.22,1032.72,1284.44,1223.84,1100.82,1166.42,1411.33,1439.93,1323.94,1283.80,1326.95,1188.95,1030.49,1400.11,1434.19,1316.62,1351.67,964.57,1451.68,1247.66,1424.76,1479.87,1229.07,896.44,981.64,1446.22,1118.98,1160.41,1318.02,1030.68,1355.39,1418.23,1157.31,1402.83,1461.26,1244.22,1338.30,1239.16,1485.45,1260.57,1400.41,1218.91,927.43,1399.84,1193.21,1478.47,1159.04,1357.10,1498.27,1479.53,1428.68
1968,1258.38,1028.40,1651.81,1136.29,1551.25,1147.28,1587.95,1151.56,1185.28,1284.20,980.05,1003.16,1194.11,1195.69,1405.93,1575.70,1128.21,1100.49,1517.46,1713.24,1382.94,1064.99,1571.07,1065.92,1360.40,1218.09,1607.78,1185.19,1108.15,768.08,1530.44,1188.31,1184.90,1143.87,1508.19,1456.30,1077.27,1476.27,1248.47,1361.24,1698.17,1441.43,953.55,1103.88,1065.60,807.85,1584.16,1208.19,1290.97,1375.57,1113.73,1719.84,1288.91,1315.30,1610.04,1169.30,938.90,1624.50,1517.06,1524.01,975.89,1030.34,990.69,1022.50,1188.29,1294.80,1167.04,1227.61,1332.32,1577.40,1463.11,1184.10,1262.21,1235.77,1119.56,1533.74,1564.90,1451.69,1282.38,1060.14,1394.89,1149.59,1527.07,1639.42,1181.61,723.50,917.06,1464.16,1202.56,1222.00,1220.22,1110.11,1287.77,1415.27,1065.08,1297.34,1681.61,1335.28,1243.86,1343.40,1523.26,1178.77,1396.71,1267.36,1051.88,1559.61,1126.59,1474.44,1280.05,1576.44,1764.46,1488.50,1352.13
1969,1163.37,1041.99,1415.55,1152.36,1459.33,999.27,1339.15,1023.26,1186.97,1098.80,1006.93,880.77,1126.86,1136.04,1270.81,1382.20,1026.63,918.77,1428.77,1450.60,1367.40,892.62,1371.02,1103.38,1289.25,1109.81,1478.57,1061.43,994.97,657.54,1410.77,1040.56,1076.25,1194.32,1393.66,1305.62,970.29,1315.57,1210.63,1316.23,1511.47,1297.73,868.96,1104.98,1093.80,733.33,1473.49,1241.13,1261.82,1254.03,1130.63,1507.21,1166.18,1199.51,1354.44,1076.30,885.18,1446.12,1433.95,1445.78,934.50,1057.90,904.03,1042.31,1107.25,1319.29,1134.01,1214.53,1272.52,1438.47,1279.41,1124.60,1142.03,1191.07,974.28,1350.39,1471.04,1276.76,1174.26,917.98,1309.52,1074.57,1452.21,1388.07,1205.94,666.39,841.72,1273.26,1055.73,1199.38,1194.70,957.56,1176.98,1236.25,1016.89,1174.73,1445.26,1245.54,1214.72,1265.47,1347.93,1185.17,1215.60,1261.80,895.57,1357.43,1127.41,1340.57,1148.01,1392.62,1457.35,1311.43,1262.04
1970,1239.81,1146.36,1491.54,1166.44,1343.21,1117.27,1308.06,1157.11,1212.79,1261.20,1109.49,947.18,1111.78,1265.23,1416.96,1285.10,1148.22,1059.81,1315.61,1346.02,1321.61,1023.58,1249.03,1214.48,1402.32,1323.10,1614.68,1147.57,976.38,865.58,1460.51,1270.04,1112.03,1292.63,1228.38,1585.43,984.96,1184.91,1136.44,1183.66,1758.35,1501.02,1103.08,1246.20,1106.97,949.32,1555.23,1354.83,1438.00,1418.18,1233.35,1814.57,1421.60,1462.79,1315.36,1112.10,1088.33,1321.22,1422.12,1364.41,1241.75,1305.98,1122.21,1097.62,1360.62,1351.41,1185.29,1307.51,1413.99,1452.34,1170.41,1348.00,1396.41,1319.27,1070.83,1223.56,1462.52,1165.98,1434.17,1003.76,1516.96,1295.08,1351.02,1304.43,1256.15,844.57,1069.30,1479.37,1158.10,1307.63,1483.09,1077.76,1438.89,1427.35,1328.01,1385.25,1351.65,1133.25,1404.38,1146.27,1532.64,1301.15,1431.75,1201.68,999.68,1229.31,1255.12,1442.59,1137.27,1285.28,1354.88,1513.04,1474.99
